作品名称,简介
《望岳》,《望岳》是唐代诗人杜甫创作的五言古诗。这首诗通过描绘泰山雄伟磅礴的景象，热情赞美了泰山高大巍峨的气势和神奇秀丽的景色，流露出了对祖国山河的热爱之情，表达了诗人不怕困难、敢攀顶峰、俯视一切的雄心和气概，以及卓然独立、兼济天下的豪情壮志。
《登高》,《登高》是唐代伟大诗人杜甫于大历二年秋天在夔州所作的一首七律。前四句写景，述登高见闻，紧扣秋天的季节特色，描绘了江边空旷寂寥的景致。首联为局部近景，颔联为整体远景。后四句抒情，写登高所感，围绕作者自己的身世遭遇，抒发了穷困潦倒、年老多病、流寓他乡的悲哀之情。颈联自伤身世，将前四句写景所蕴含的比兴、象征、暗示之意揭出；尾联再作申述，以衰愁病苦的自我形象收束。此诗语言精练，通篇对偶，一二句尚有句中对，充分显示了杜甫晚年对诗歌语言声律的把握运用已达圆通之境。
《春望》,《春望》是唐代大诗人杜甫创作的一首诗。此诗前四句写春日长安凄惨破败的景象，饱含着兴衰感慨；后四句写诗人挂念亲人、心系国事的情怀，充溢着凄苦哀思。全诗格律严整，颔联分别以“感时花溅泪“应首联国破之叹，以“恨别鸟惊心”应颈联思家之忧，尾联则强调忧思之深导致发白而稀疏，对仗精巧，声情悲壮，充分地表现出诗人爱国之情。
《三吏》,三吏，指唐朝诗人杜甫的三首诗：《石壕吏》、《新安吏》、《潼关吏》。体现了杜甫的思想核心——儒家的仁政思想，以及“致君尧舜上，再使风俗淳”的宏伟抱负。
《三别》,三别为唐代诗人杜甫所作，是指《新婚别》、《无家别 》、《垂老别》。诗人耳闻目睹了惨败后人民罹难的痛苦情状，经过艺术提炼，写成组诗“三吏”、“三别”。
《茅屋为秋风所破歌》,《茅屋为秋风所破歌》是唐代伟大诗人杜甫旅居四川成都草堂期间创作的一首歌行体古诗。此诗叙述作者的茅屋被秋风所破以致全家遭雨淋的痛苦经历，抒发了自己内心的感慨，体现了诗人忧国忧民的崇高思想境界，是杜诗中的典范之作。全篇可分为四段，第一段写面对狂风破屋的焦虑；第二段写面对群童抱茅的无奈；第三段写遭受夜雨的痛苦；第四段写期盼广厦，将苦难加以升华。前三段是写实式的叙事，诉述自家之苦，情绪含蓄压抑；后一段是理想的升华，直抒忧民之情，情绪激越轩昂。前三段的层层铺叙，为后一段的抒情奠定了坚实的基础，如此抑扬曲折的情绪变换，完美地体现了杜诗”沉郁顿挫“的风格。
《白氏长庆集》,《白氏长庆集》是唐代白居易作品的集名。本书原在唐穆宗长庆年间编集出版，故名为《白氏长庆集》。原为七十五卷，前集五十卷，后集二十卷。到了宋代已经亡轶四卷，现存七十一卷。有影印宋绍兴本，不分前、后、续集，其中诗三十七卷，分为讽喻、闲话、感伤、歌行、杂律等，文三十四卷。
《长恨歌》,《长恨歌》是唐代诗人白居易的一首长篇叙事诗。全诗形象地叙述了唐玄宗与杨贵妃的爱情悲剧。诗人借历史人物和传说，创造了一个回旋宛转的动人故事，并通过塑造的艺术形象，再现了现实生活的真实，感染了千百年来的读者，诗的主题是“长恨”。该诗对后世诸多文学作品产生了深远的影响。
《琵琶行》,白居易;琵琶行;原作《琵琶引》，选自《白氏长庆集》。行，又叫“歌行”，源于汉魏乐府，是其名曲之一。《白居易琵琶行》：董其昌书。他的草书很少，且不甚好。此卷前人曾说是“笔势纵横，神气飘逸，出入张，素之间。”他自己说“白太傅琵琶行，恨不逢张伯高之，余以醉素笔意仿佛当时清狂之状，白相似不？”现在看来，此卷虽系学张、素，实则姿态秀逸，笔力不足，仍是他自己的本色。
《卖炭翁》,《卖炭翁》是唐代诗人白居易创作的《新乐府》组诗中的一篇。此诗以个别事例来表现普遍状况，描写了一个烧木炭的老人谋生的困苦，通过卖炭翁的遭遇，深刻地揭露了“宫市”的腐败本质，对统治者掠夺人民的罪行给予了有力的鞭挞与抨击，讽刺了当时腐败的社会现实，表达了作者对下层劳动人民的深切同情，有很强的社会典型意义。全诗描写具体生动，历历如绘，结尾戛然而止，含蓄有力，在事物细节的选择上和人物心理的刻画上有独到之处。
《溪居》,《溪居》是唐代诗人柳宗元贬官永州时所作的一首五言古诗。这首诗描写诗人被贬官到有“南荒”之称的永州后，在溪边筑室而居，过着闲适的生活。表面上自我排遣，也自得其乐，实际上曲折地表达被贬谪的幽愤，字里行间隐含了作者壮志难酬的苦闷之情。在表现手法上，全诗不假雕琢，放笔写来，自然平淡而又清新旷远。
《江雪》,《江雪》是唐代诗人柳宗元于永州创作的一首五言绝句。诗中运用典型概括的手法，选择千山万径，人鸟绝迹这种最能表现山野严寒的典型景物，描绘大雪纷飞，天寒地冻的图景；接着勾画独钓寒江的渔翁形象，借以表达诗人在遭受打击之后不屈而又深感孤寂的情绪。全诗构思独特，语言简洁凝练，意蕴丰富。
《渔翁》,《渔翁》是唐代文学家柳宗元创作的一首山水小诗。此诗通过渔翁在山水间获得内心宁静的描写，表达了作者在政治革新失败、自身遭受打击后寻求超脱的心境。全诗就像一幅飘逸的风情画，充满了色彩和动感，境界奇妙动人。其中“烟销日出不见人，欸乃一声山水绿”两句尤为人所称道。
《故洛城》,《登洛阳故城》是唐代诗人许浑所写的一首七律。此诗首联描写登上洛阳城的所见所闻，通过对眼前景物的表现，点出诗题的“故”字；颔联通过写洛阳城古今的变化和人世的变迁，揭示富贵不能长久、权势不能永存的历史规律；颈联中诗人的视线又转回眼前，描写暮色笼罩下的洛阳城；尾联诗人用神话传说表达对世事沧桑的无奈，并进行追古伤今的理性思考。全诗写得含蓄而深沉，运思开阔，语言富有表现力，但情调感伤，意境苍凉，文辞精致而骨力卑弱。
《咸阳城东楼》,《咸阳城东楼》是唐代诗人许浑的作品。此诗用云、日、风、雨层层推进，又以绿芜、黄叶来渲染，勾勒出一个萧条凄凉的意境，借秦苑、汉宫的荒废，抒发了对家国衰败的无限感慨。全诗情景交融，景中寓情，诗人通过对景物的描写，赋予抽象的感情以形体，在呈现自然之景的同时又体现丰富的生活经验，以及对历史和现实的深刻思考。景别致而凄美，情愁苦而悲怆，意蕴藉而苍凉，境雄阔而高远，神完气足，为唐人登临诗篇之佳作。
《姑苏怀古》,《姑苏怀古》为唐代诗人许浑所作，诗人运用了比兴手法，描写了姑苏古城残砖败瓦间禾黍成行，断壁颓垣上蒿草丛生的衰败之景，表现诗人对人生短促、历史无情，自然永恒的感慨之情。
《论佛骨表》,《论佛骨表》是唐代文学家韩愈于元和十四年向唐宪宗上的一篇奏表。该表中心论点是“佛不足事”，集中表现了作者坚决反对唐宪宗拜迎佛骨这一迷信举动，充分显示了作者反佛明儒的坚定立场和英勇无畏的战斗精神。该表广征博引，说古论今，结构严谨，逻辑性强，感情激烈。
《师说》,《师说》是唐代文学家韩愈创作的一篇议论文。文章阐说从师求学的道理，讽刺耻于相师的世态，教育了青年，起到转变风气的作用。文中列举正反面的事例层层对比，反复论证，论述了从师表学习的必要性和原则，批判了当时社会上“耻学于师”的陋习，表现出非凡的勇气和斗争精神，也表现出作者不顾世俗独抒己见的精神。全文幅虽不长，但涵义深广，论点鲜明，结构严谨，说理透彻，富有较强的说服力和感染力。
《进学解》,《进学解》是唐代文学家韩愈创作的一篇古文，是作者假托向学生训话借以抒发牢骚之作。全文可分三大段：第一段写国子先生解析进学正义，向诸生陈明形势，正面得出“业患不能精，无患有司之不明；行患不能成，无患有司之不公”的结论；第二段写学生进行辩解，以先生在“学”“言”“文”“行”四个方面的努力、成就与自身遭遇对照，先扬后抑，驳斥先生的结论；第三段写先生再作自我解嘲，针对学生之意申说发挥，表明随意而安的态度，对朝廷隐含讥刺。文章构思别出心裁，语言新颖形象，在技巧上吸收了辞赋体的铺叙、排偶、藻饰、用韵等形式，又加以革新改造，富于整饬之美。名言“业精于勤，荒于嬉；行成于思，毁于随”即出于此文。
《寄全椒山中道士》,《寄全椒山中道士》是唐代诗人韦应物的作品。此诗抒写秋风秋雨之夕，诗人怀念山中的一位道士，想携酒去安慰老友又无从寻觅的惆怅之情，寄托了诗人深挚的情愫和淡远的情趣。全诗语言简洁，平淡无奇，然感情跳荡反复，形象鲜明自然，情味幽远。
《学仙二首》,《学仙二首》是唐朝著名文学家韦应物的代表作品之一。
《韦苏州集》,《韦苏州集》是唐代诗人韦应物的诗集，该书反映了中唐时期苏州地区刻书的风貌，是韦应物诗集现存最早的版本。
《观田家》,《观田家》是唐代诗人韦应物所写的一首描写农家生活的五言律诗。该诗语言平实，绝少雕饰，是诗人站在同情人民疾苦的立场上对不合理的社会现实的揭露与抨击，客观真实地展示了田家生活的凄楚与悲哀。
《神弦曲》,《神弦曲》是一首神曲，常言道，千金易得，知音难觅。刘勰就曾感慨地说过：“得其知音，千载其一乎？”但音乐家李凭总算遇到了李贺这样的“知音”；诗人不但有一副音乐的耳朵，更有一支把音乐美转化为诗美的神笔！这的确是李凭的幸运。然而，在当时真正能够欣赏李凭绝技的人，恐怕也正象能够赏识李贺的人一样稀少吧？深受压抑的心情和对理想的执着追求，这可能正是形成李贺这位浪漫主义诗人奇峭风格的一个重要原因。
《雁门太守行》,《雁门太守行》是唐代诗人李贺运用乐府古题创作的一首描写战争场面的诗歌。此诗用浓艳斑驳的色彩描绘悲壮惨烈的战斗场面，奇异的画面准确地表现了特定时间、特定地点的边塞风光和瞬息万变的战争风云。首联写景又写事，渲染兵临城下的紧张气氛和危急形势，并借日光显示守军威武雄壮；颔联从听觉和视觉两方面渲染战场的悲壮气氛和战斗的残酷；颈联写部队夜袭和浴血奋战的场面；尾联引用典故写出将士誓死报效国家的决心。全诗意境苍凉，格调悲壮，具有强烈的震撼力和艺术魅力。
