本名,外文名,别名,字号,所处时代,国籍,毕业院校,民族,出生时间,逝世时间,职业,官职,出生地,代表作品,人物关系,简介
许浑,,许晦,字用晦，一作字仲晦,晚唐,,,汉族,约791,约858,,,润州丹阳,《故洛城》，《咸阳城东楼》，《姑苏怀古》,,许浑，字用晦，唐代诗人，润州丹阳人。晚唐最具影响力的诗人之一，其一生不作古诗，专攻律体；题材以怀古、田园诗为佳，艺术则以偶对整密、诗律纯熟为特色。唯诗中多描写水、雨之景，后人拟之与诗圣杜甫齐名，并以“许浑千首诗，杜甫一生愁”评价之。成年后移家京口丁卯涧，以丁卯名其诗集，后人因称“许丁卯”。许诗误入杜牧集者甚多。代表作有《咸阳城东楼》。
韩愈,,昌黎先生，韩吏部，韩昌黎，韩文公,字退之,唐朝,,,汉族,768年,824年12月25日,,吏部侍郎,,《论佛骨表》，《师说》，《进学解》,,韩愈，字退之，河南河阳人。自称“郡望昌黎”，世称“韩昌黎”、“昌黎先生”。唐代杰出的文学家、思想家、哲学家、政治家。贞元八年，韩愈登进士第，两任节度推官，累官监察御史。后因论事而被贬阳山，历都官员外郎、史馆修撰、中书舍人等职。元和十二年，出任宰相裴度的行军司马，参与讨平“淮西之乱”。其后又因谏迎佛骨一事被贬至潮州。晚年官至吏部侍郎，人称“韩吏部”。长庆四年，韩愈病逝，年五十七，追赠礼部尚书，谥号“文”，故称“韩文公”。元丰元年，追封昌黎伯，并从祀孔庙。韩愈是唐代古文运动的倡导者，被后人尊为“唐宋八大家”之首，与柳宗元并称“韩柳”，有“文章巨公”和“百代文宗”之名。后人将其与柳宗元、欧阳修和苏轼合称“千古文章四大家”。他提出的“文道合一”、“气盛言宜”、“务去陈言”、“文从字顺”等散文的写作理论，对后人很有指导意义。著有《韩昌黎集》等。
韦应物,,韦苏州,,唐代,,,汉族,737年,792年,诗人，文学家,,长安,《寄全椒山中道士》，《学仙二首》，《韦苏州集》，《观田家》,,韦应物，中国唐代诗人。汉族，长安人。文昌右相韦待价曾孙，出身京兆韦氏逍遥公房。今传有10卷本《韦江州集》、两卷本《韦苏州诗集》、10卷本《韦苏州集》。散文仅存一篇。因出任过苏州刺史，世称“韦苏州”。诗风恬淡高远，以善于写景和描写隐逸生活著称。
李贺,,李昌谷，诗鬼,字长吉,中唐,,,汉族,约790年,约817年,,,河南福昌,《神弦曲》，《雁门太守行》，《金铜仙人辞汉歌》，《昌谷集》,,李贺，字长吉，是“长吉体诗歌开创者。”唐代河南福昌人，家居福昌昌谷，后世称李昌谷，是唐宗室，唐高祖李渊的叔父李亮后裔。有“诗鬼”之称，是与“诗圣”杜甫、“诗仙”李白、“诗佛”王维相齐名的唐代著名诗人。有《雁门太守行》、《李凭箜篌引》等名篇。著有《昌谷集》。李贺是中唐的浪漫主义诗人，与李白、李商隐称为唐代三李。是中唐到晚唐诗风转变期的一个代表者。他所写的诗大多是慨叹生不逢时和内心苦闷，抒发对理想、抱负的追求；对当时藩镇割据、宦官专权和人民所受的残酷剥削都有所反映。留下了“黑云压城城欲摧”，“雄鸡一声天下白”，“天若有情天亦老”等千古佳句。李贺的诗作想象极为丰富，经常应用神话传说来托古寓今，所以后人常称他为“鬼才”，“诗鬼”，创作的诗文为“鬼仙之辞”。有“‘太白仙才，长吉鬼才’之说。李贺是继屈原、李白之后，中国文学史上又一位颇享盛誉的浪漫主义诗人。李贺因长期的抑郁感伤，焦思苦吟的生活方式，元和八年因病辞去奉礼郎回昌谷，27岁英年早逝。
刘禹锡,,刘宾客，诗豪,庐山人，梦得,唐朝,,,汉族,772年,约842年,,,,《刘梦得文集》，《刘宾客文集》,,刘禹锡，字梦得，河南洛阳人，自称“家本荥上，籍占洛阳”，又自言系出中山。其先为中山靖王刘胜。唐朝文学家、哲学家，有“诗豪”之称。刘禹锡贞元九年，进士及第，初在淮南节度使杜佑幕府中任记室，为杜佑所器重，后从杜佑入朝，为监察御史。贞元末，与柳宗元，陈谏、韩晔等结交于王叔文，形成了一个以王叔文为首的政治集团。后历任朗州司马、连州刺史、夔州刺史、和州刺史、主客郎中、礼部郎中、苏州刺史等职。会昌时，加检校礼部尚书。卒年七十，赠户部尚书。刘禹锡诗文俱佳，涉猎题材广泛，与柳宗元并称“刘柳”，与韦应物、白居易合称“三杰”，并与白居易合称“刘白”，有《陋室铭》《竹枝词》《杨柳枝词》《乌衣巷》等名篇。哲学著作《天论》三篇，论述天的物质性，分析“天命论”产生的根源，具有唯物主义思想。有《刘梦得文集》，存世有《刘宾客集》。
温庭筠,,温岐，温庭云，温廷筠，温八叉，温八吟,字飞卿,唐代,,,汉族,约812年,约866年,,,太原祁,《商山早行》，《过陈琳墓》，《苏武庙》，《菩萨蛮》,弟弟：温庭皓,温庭筠，原名岐，字飞卿，唐代诗人、词人。太原祁人。温庭筠是唐初宰相温彦博之后裔，出生于没落贵族家庭，富有天赋，文思敏捷，每入试，押官韵，八叉手而成八韵，故有“温八叉”或“温八吟”之称。然恃才不羁，又好讥刺权贵，多犯忌讳，又不受羁束，纵酒放浪。因此得罪权贵，屡试不第，一生坎坷，终身潦倒。唐宣宗朝试宏辞，温庭筠代人作赋，因扰乱科场，贬为隋县尉。后襄阳刺史署为巡官，授检校员外郎，不久离开襄阳，客于江陵。唐懿宗时曾任方城尉，官终国子助教。温庭筠精通音律。工诗，与李商隐齐名，时称“温李”。其诗辞藻华丽，秾艳精致，内容多写闺情。其词更是刻意求精，注重词的文采和声情，艺术成就在晚唐诸词人之上，为“花间派”首要词人，被尊为“花间派”之鼻祖，对词的发展影响较大。在词史上，与韦庄齐名，并称“温韦”。文笔与李商隐、段成式齐名，三人都排行十六，故称“三十六体”。其诗今存三百多首，有清顾嗣立重为校注的《温飞卿集笺注》。其词今存七十余首，收录于《花间集》《金荃词》等书中。
李商隐,,李义山,字义山，号玉溪生，又号樊南生,唐朝,,,汉族,约813年,约858年,,秘书省校书郎，弘农尉,河南荥阳,《李义山诗集》,儿子：李衮师,李商隐，字义山，号玉溪生，又号樊南生，祖籍怀州河内，出生于郑州荥阳，晚唐著名诗人，和杜牧合称“小李杜”，李商隐又与李贺、李白合称“三李”，与温庭筠合称为“温李”，因诗文与同时期的段成式、温庭筠风格相近，且三人都在家族里排行第十六，故并称为“三十六体”。李商隐是晚唐乃至整个唐代，为数不多的刻意追求诗美的诗人。他擅长诗歌写作，骈文文学价值也很高。其诗构思新奇，风格秾丽，尤其是一些爱情诗和无题诗写得缠绵悱恻，优美动人，广为传诵。但部分诗歌过于隐晦迷离，难于索解，至有“诗家总爱西昆好，独恨无人作郑笺”之说。唐文宗开成二年，李商隐登进士第，曾任秘书省校书郎、弘农尉等职。因卷入“牛李党争”的政治旋涡而备受排挤，一生困顿不得志。唐宣宗大中末年，李商隐在郑州病故，葬于故乡荥阳。也有人说他葬于祖籍地怀州雍店之东原的清化北山下。
杜牧,,杜牧之，后世称杜樊川,字牧之，号樊川,唐朝,,,汉族,公元803年,约公元852年,,,京兆万年,《阿房宫赋》，《遣怀》，《樊川文集》,,杜牧，字牧之，号樊川居士，汉族，京兆万年人。杜牧是唐代杰出的诗人、散文家，是宰相杜佑之孙，杜从郁之子。唐文宗大和二年26岁中进士，授弘文馆校书郎。后赴江西观察使幕，转淮南节度使幕，又入观察使幕，理人国史馆修撰，膳部、比部、司勋员外郎，黄州、池州、睦州刺史等职。因晚年居长安南樊川别墅，故后世称“杜樊川”，著有《樊川文集》。杜牧的诗歌以七言绝句著称，内容以咏史抒怀为主，其诗英发俊爽，多切经世之物，在晚唐成就颇高。杜牧人称“小杜”，以别于杜甫，&quot;大杜“。与李商隐并称“小李杜”。
罗隐,,,字昭谏,唐末五代,,,汉,公元833年,公元909年,诗人，文学家，思想家,,杭州新城,《甲乙集》，《谗书》，《太平两同书》,,罗隐，字昭谏，杭州新城人，唐代诗人。大中十三年底至京师，应进士试，历七年不第。咸通八年乃自编其文为《谗书》，益为统治阶级所憎恶，所以罗衮赠诗说：“谗书虽胜一名休”。后来又断断续续考了几年，总共考了十多次，自称“十二三年就试期”，最终还是铩羽而归，史称“十上不第”。黄巢起义后，避乱隐居九华山，光启三年，55岁时归乡依吴越王钱镠，历任钱塘令、司勋郎中、给事中等职。公元909年去世，享年77岁。著有《谗书》及《太平两同书》等，思想属于道家，其书乃在力图提炼出一套供天下人使用的“太平匡济术”，是乱世中黄老思想复兴发展的产物。
皮日休,,皮袭美，皮逸少，鹿门子,鹿门子,晚唐,唐朝,,汉族,约838年,约883年,文学家,,竟陵,《皮日休集》，《文薮》，《胥台集》，《十原》,领导：黄巢,皮日休，晚唐文学家。字袭美，一字逸少，汉族，复州竟陵人。曾居住在鹿门山，道号鹿门子，又号间气布衣、醉吟先生、醉士等。咸通八年进士及第，在唐时历任苏州军事判官、著作佐郎、太常博士、毗陵副使。后参加黄巢起义，或言“陷巢贼中”，任翰林学士，起义失败后不知所踪。皮日休是晚唐著名诗人、文学家，与陆龟蒙齐名，世称&quot;皮陆&quot;。其诗文兼有奇朴二态，且多为同情民间疾苦之作，被鲁迅赞誉为唐末“一塌糊涂的泥塘里的光彩和锋芒”。《新唐书·艺文志》录有《皮日休集》、《皮子》、《皮氏鹿门家钞》多部，对于社会民生有深刻的洞察和思考。
欧阳修,,欧阳文忠，欧文忠,字永叔，号醉翁，六一居士,北宋,,,汉族,1007年8月1日,1072年9月22日,,枢密副使，参知政事，兵部尚书,绵州,《欧阳文忠公集》,好友：苏洵，曾巩,欧阳修，字永叔，号醉翁，晚号六一居士，汉族，吉州永丰人，北宋政治家、文学家，且在政治上负有盛名。因吉州原属庐陵郡，以“庐陵欧阳修”自居。官至翰林学士、枢密副使、参知政事，谥号文忠，世称欧阳文忠公。累赠太师、楚国公。与韩愈、柳宗元、苏轼、苏洵、苏辙、王安石、曾巩合称“唐宋八大家”，并与韩愈、柳宗元、苏轼被后人合称“千古文章四大家”。欧阳修是在宋代文学史上最早开创一代文风的文坛领袖。领导了北宋诗文革新运动，继承并发展了韩愈的古文理论。他的散文创作的高度成就与其正确的古文理论相辅相成，从而开创了一代文风。欧阳修在变革文风的同时，也对诗风、词风进行了革新。在史学方面，也有较高成就，他曾主修《新唐书》，并独撰《新五代史》。有《欧阳文忠集》传世。
苏轼,,苏东坡，苏文忠，苏仙,字子瞻，又字和仲，号东坡，又号铁冠道人，海上道人,北宋,,,汉族,公元1037年1月8日,公元1101年8月24日,,,四川眉山,《东坡七集》，《东坡易传》，《东坡乐府》,"妻子：王闰之，王弗
儿子：苏迈
父亲：苏洵
弟弟：苏辙
好友：黄庭坚",苏轼，字子瞻，又字和仲，号铁冠道人、东坡居士，世称苏东坡、苏仙，汉族，眉州眉山人，祖籍河北栾城，北宋著名文学家、书法家、画家。嘉祐二年，苏轼进士及第。宋神宗时曾在凤翔、杭州、密州、徐州、湖州等地任职。元丰三年，因“乌台诗案”被贬为黄州团练副使。宋哲宗即位后，曾任翰林学士、侍读学士、礼部尚书等职，并出知杭州、颍州、扬州、定州等地，晚年因新党执政被贬惠州、儋州。宋徽宗时获大赦北还，途中于常州病逝。宋高宗时追赠太师，谥号“文忠”。苏轼是北宋中期的文坛领袖，在诗、词、散文、书、画等方面取得了很高的成就。其文纵横恣肆；其诗题材广阔，清新豪健，善用夸张比喻，独具风格，与黄庭坚并称“苏黄”；其词开豪放一派，与辛弃疾同是豪放派代表，并称“苏辛”；其散文著述宏富，豪放自如，与欧阳修并称“欧苏”，为“唐宋八大家”之一。苏轼亦善书，为“宋四家”之一；擅长文人画，尤擅墨竹、怪石、枯木等。有《东坡七集》、《东坡易传》、《东坡乐府》、《潇湘竹石图卷》、《古木怪石图卷》等传世。
